1	1	0.0105043803625609
1	16	0.982676458336768
1	2	0.498160447099478
1	32	0.575713296259444
1	4	0.588366512262283
1	8	0.664056806782363
2_1	16	0
2_1	2	0
2_1	32	0
2_1	4	4.05537743208366E-250
2_1	8	0
2_2	16	1.8589898939902E-117
2_2	2	0
2_2	32	9.31645190811275E-186
2_2	4	0
2_2	8	6.20215142282953E-206
2_3	16	0.93985250929161
2_3	2	0.688057228728358
2_3	32	0.279028094766049
2_3	4	0.941705634349901
2_3	8	0.233617770965232
2_4	16	0.363301109982944
2_4	2	0.620678620593808
2_4	32	0.200965617899662
2_4	4	0.415758692716909
2_4	8	0.268891850652656
3	1	0
3	16	0.0852697544030588
3	2	2.16185099645636E-06
3	32	0.119962361110968
3	4	0.339435439146518
3	8	0.952066957508813
4	1	8.59051997501481E-201
4	16	0.0297155882267796
4	2	0.821890889423233
4	32	0.335691419676764
4	4	0.0333249160509199
4	8	0.579679586296346
5	1	0.305688459401835
5	16	0.475242338912324
5	2	0.577113159634687
5	32	0.491908210826042
5	4	0.946621202553318
5	8	0.0202528564379364
6	16	0.989691251160052
6	2	0.213417732122065
6	32	0.182144772733461
6	4	0.343499728308859
6	8	0.151098542619921
